Year,Mo,Da,Ho,Mi,Se,Lat,Lon,Depth,Mw
1998,5,12,21,46,30.46,41.9677,13.3053,11.5,3.56
1976,11,14,3,46,43,46.3333,13.0667,11,3.64
2017,3,5,1,46,55.8,36.55,6.74,10.4,4.68
2016,8,24,17,46,9.5,42.6587,13.2147,10.3,4.46
2012,2,15,20,46,36,41.477,12.91,10.2,3.68
2018,1,4,10,46,12.496,42.619,19.8865,10.1,5.14
2005,2,7,20,46,26.3,36.22,10.87,10,5.01
2003,6,1,1,46,11.1,43.118,15.372,10,4.21
2007,11,24,8,46,6,41.278,19.979,10,4.19
1978,1,2,21,46,41,43.9476,15.0545,10,4
1993,6,10,10,46,2.75,36.6148,17.2328,10,3.85
1983,4,11,17,46,59.3,37.8665,16.5995,10,3.84
2008,3,6,6,46,23.1,39.965,19.78,10,3.79
1979,10,4,14,46,23,42.7333,13.1,10,3.71
1989,9,11,2,46,23.93,43.1168,13.3112,9.9,3.97
1993,7,17,5,46,4.15,44.2135,8.2437,9.9,3.84
2021,9,28,0,46,44.78,45.9395,12.0155,9.8,3.66
2014,6,12,11,46,48.39,44.6952,6.7762,9.7,3.54
1980,12,12,5,46,48,40.65,15.4333,9,3.86
1993,10,2,16,46,47.93,46.3972,13.1528,8.7,3.72
2021,1,27,21,46,6.21,43.3583,13.8973,8.5,3.63
2018,4,10,3,46,15.5,43.0632,13.0448,8.1,3.6
1999,3,28,21,46,22.16,36.2455,14.2063,8,3.78
2018,5,3,18,46,4.45,44.0555,11.7137,7.7,3.82
2012,5,22,12,46,11.97,44.88,11.2022,7,3.5
2016,8,24,1,46,12.24,42.7645,13.1777,6.6,3.76
2002,10,27,5,46,14.9,37.7593,15.0167,6.5,3.76
1989,11,19,20,46,20.47,42.8808,12.9682,5.8,3.57
1992,3,6,8,46,35.2,42.627,12.6848,4.8,3.64
1995,2,18,15,46,45.86,39.1408,16.4425,4.3,3.77
1997,9,10,6,46,50.78,43.031,12.8922,3.8,3.76
1984,5,8,3,46,38.65,41.671,13.8207,2.3,4.33
1993,11,9,13,46,24.39,44.1413,12.2697,1.6,3.93
1979,9,19,21,46,5,42.6667,12.9833,1,4.16
1963,7,19,5,46,5,43.3,8.2,0,5.95
1968,1,15,1,46,14,37.8,13.2,0,4.14
1984,7,1,16,46,26.62,40.8682,14.1468,0,4.1
1970,4,2,12,46,9,46.3667,7.3833,0,4.04
1960,1,7,14,46,33,46.35,12.6667,0,3.8
1961,12,13,23,46,4,44.55,9,0,3.8
1963,11,4,15,46,0,44.5,11,0,3.8
1997,10,13,12,46,36.89,42.8698,12.9563,0,3.76
1968,1,17,3,46,14,37.8,13,0,3.74
1975,12,8,8,46,40,44.35,11.25,0,3.74
1980,11,23,21,46,52,40.839,15.374,0,3.73
1976,7,31,14,46,55,46.2667,13.3167,0,3.71
1998,1,1,16,46,47.12,37.813,14.8975,0,3.66
1982,7,4,23,46,20.23,37.8038,15.1267,0,3.6
1968,3,2,21,46,0,37.8,13,0,3.54
1972,6,19,9,46,0,39.6667,15,0,3.54
1974,8,29,7,46,31,44.5,10,0,3.54
1983,10,18,23,46,36.78,40.6647,15.557,0,3.54
1996,12,21,8,45,53.03,39.858,13.1963,527,5.33
1969,4,13,5,45,42,38.7833,14.8667,287,4.16
1993,12,29,12,45,22.5,39.7322,15.9943,279.4,3.79
1969,4,18,5,45,43,38.817,14.833,275,4.23
2006,9,26,0,45,22.45,39.119,15.89,103.1,3.56
1996,5,21,20,45,47.22,41.6125,12.9292,92.3,3.52
1993,8,20,5,45,2,37.6368,13.3772,57.1,3.54
1970,8,16,10,45,21,37.9,16.5,52,4.36
1984,7,20,3,45,57.05,37.7597,14.9522,50.1,3.75
1967,10,1,22,45,45,44.5667,10.95,50,4.16
2018,11,9,12,45,54.26,40.8508,16.5723,37.6,3.54
1979,1,24,19,45,43,44.0333,11.95,36,3.58
2002,9,6,1,45,31.08,38.3633,13.6665,31,4.72
2002,7,5,9,45,36.62,44.396,10.702,30,3.7
1963,7,19,5,45,28,43.15,8.0833,29,4.8
2002,1,3,3,45,30.3,43.8712,12.334,28,3.86
1999,1,25,22,45,58.08,43.9805,11.9625,27.9,4.36
1976,9,15,9,45,56,46.25,13.15,27,4.46
2011,5,11,1,45,35.69,37.791,14.962,26.7,3.61
2012,2,11,22,45,27.13,47.147,8.507,26.3,3.9
1998,6,22,0,45,27.05,38.4877,12.7773,26.3,3.56
2019,11,27,14,45,24.81,41.5643,19.5197,25,5.36
2006,3,22,22,45,20.09,38.989,9.088,23.3,3.91
1978,11,25,9,45,34,38.3333,15.0667,22,4.14
1968,12,14,17,45,15,44.0833,11.4,22,3.97
1979,2,20,17,45,38,42.6167,13,21,3.67
1999,2,14,11,45,53.99,38.226,15.0215,20.7,4.66
2001,7,15,7,45,32.57,37.6845,15.0623,20.7,3.56
1971,5,6,3,45,5,41.15,15.2333,20,4.9
1978,3,23,18,45,37,43.6333,16.8333,19,4.74
2014,9,7,10,45,1.12,44.1188,10.6717,17.5,4.35
1985,10,27,11,45,27.91,41.7005,15.8543,15.7,4.1
1997,4,16,6,45,50.66,44.5013,10.7165,15.1,4.06
1961,5,8,22,45,51,44.1,11.9333,15,4.39
1990,1,24,4,45,4.02,39.129,16.9605,14.7,4.43
1982,1,3,18,45,12.24,38.4903,14.4898,14.1,3.5
1979,5,25,2,45,46,42.1333,18.8333,14,4.4
1978,12,5,4,45,26,43.0667,12.8167,14,4.3
1995,11,8,9,45,47.83,41.8093,15.9813,13.9,3.73
2019,8,15,17,45,12.75,39.6398,16.8083,13.6,3.82
2003,6,1,15,45,18.2,41.663,14.825,12.4,4.44
1979,5,25,11,45,16,41.1333,18.85,12,4.74
2017,1,18,16,45,17.25,42.4693,13.3102,11.9,3.76
2013,9,6,1,45,8.12,44.8857,11.2767,11.4,3.52
2021,9,28,0,45,54.97,45.9468,12.022,11.1,3.58
1992,6,7,11,45,59.5,43.84,18.81,11,4.33
1984,5,12,5,45,39.13,41.7188,13.896,11,3.63
2015,1,30,0,45,49.97,46.3857,13.1738,10.4,4.02
1984,5,13,12,45,53.4,42.93,17.73,10,5.42
1996,9,17,13,45,22.8,42.87,17.82,10,5.42
1995,7,15,6,45,22.6,42.75,17.41,10,4.87
1979,5,25,8,45,52,42.15,18.7833,10,4.62
1991,9,8,19,45,22.3,42.16,18.75,10,4.39
2002,5,28,19,45,11.3,42.41,19.82,10,4.38
1993,8,23,16,45,48.21,38.7268,17.605,10,3.91
2013,6,5,18,45,46.56,47.97,19.24,10,3.9
1991,8,1,8,45,3.26,40.335,13.7857,10,3.78
2016,5,8,1,45,30.21,44.9172,15.3788,10,3.76
1996,11,16,21,45,1.16,36.2253,15.2613,10,3.62
1980,1,7,10,45,44,42.7667,13.0667,10,3.55
2000,5,18,2,45,50.27,40.8453,15.3377,9.9,3.86
2016,10,30,7,45,3,42.8332,13.0402,9.7,3.7
1998,1,28,0,45,47.66,37.5127,16.2513,9.6,3.56
2016,10,30,14,45,22.5,42.9005,13.1638,9.1,3.65
1967,1,29,20,45,9,45.5,14.25,9,3.5
2016,11,5,14,45,20.15,42.9795,13.1307,8.6,3.51
2012,8,19,17,45,8.33,39.8783,16.0078,8.4,3.88
1980,4,21,2,45,26,42.05,13.6,8,3.69
1977,8,28,9,45,14,38.2333,8.1833,7,5.44
1979,5,20,8,45,27,42.15,18.8,7,4.75
1960,1,13,4,45,0,41.3167,14.0333,7,4.5
2012,6,4,19,45,36.22,44.8818,10.938,6.9,3.68
1980,11,23,22,45,49,40.5833,15.65,6,4.05
1980,6,4,12,45,50,43.2167,17.5,6,3.78
1995,2,1,12,45,35.08,40.8062,15.348,6,3.77
1971,7,19,5,45,16,41.3667,14.0167,6,3.64
1989,9,24,18,45,49.29,42.53,12.59,5.3,3.6
1983,7,28,8,45,6.94,40.73,15.2642,5.2,3.87
1976,12,28,2,45,19,43.2,13.5833,5,4.05
2003,4,29,18,45,45.6,41.626,16.217,5,3.68
2013,8,26,3,45,27.58,36.6283,14.1248,4.7,3.79
1998,2,16,13,45,19,42.8457,13.0142,4.7,3.66
2002,10,27,0,45,44.73,37.664,15.1428,4.3,3.66
1992,3,16,5,45,35.02,41.4013,14.0203,4.3,3.62
2012,5,25,12,45,1.61,44.8653,11.087,3.8,3.9
2000,8,30,13,45,16.07,42.1687,15.6997,3.4,4.36
1985,9,9,4,45,24.37,42.8873,12.2428,2.3,3.65
2010,7,20,0,45,43,44.01,19.47,2,3.78
1998,3,21,16,45,9.21,42.9485,12.9143,1.1,5
1963,2,13,12,45,27,40.5,15.5833,0,5.25
1982,10,17,6,45,35.87,43.1932,12.8455,0,4.65
1998,1,10,8,45,19.14,37.7208,14.9845,0,4.36
1972,9,21,5,45,23,43.1848,17.2608,0,4.35
1960,4,15,2,45,11,43.75,12.2833,0,4.3
1968,7,8,5,45,34,46.1333,7.65,0,4.24
1967,7,30,11,45,50,40.8333,15.2,0,4.14
1968,1,25,10,45,36,37.8,13,0,4.14
1975,9,18,4,45,30,37.9833,12.5167,0,4.04
1984,4,22,19,45,41.7,43.568,10.3813,0,4.03
1972,12,27,11,45,0,37.6,12.9667,0,4
1973,4,20,16,45,34,43.5333,10.2167,0,4
2000,2,18,3,45,28.95,43.23,17.2035,0,3.96
1984,5,10,9,45,39.56,43.2852,12.5597,0,3.9
1987,12,4,14,45,11.42,45.8913,10.5873,0,3.82
1960,5,4,2,45,0,44.25,10.2833,0,3.8
1960,8,8,5,45,32,45.5167,11.1667,0,3.8
1964,6,30,4,45,0,44.7667,7.4667,0,3.8
1982,10,18,2,45,10.13,43.1828,12.8322,0,3.8
1968,1,15,13,45,0,37.8,13,0,3.74
1968,1,26,11,45,0,37.8,13,0,3.74
1963,5,19,22,45,0,42.7,13,0,3.7
1964,4,12,8,45,0,41.1333,15.1167,0,3.7
1972,11,28,4,45,13,37.8,14.85,0,3.7
1973,1,27,1,45,0,42.85,13.3333,0,3.7
1990,4,22,9,45,4.66,41.2147,14.752,0,3.66
1969,6,28,10,45,56,43.25,12.05,0,3.64
1968,1,20,22,45,37,37.8,13,0,3.54
1972,6,27,2,45,47,43.65,13.6,0,3.54
1978,1,24,16,45,60,38.0333,15.3833,0,3.54
1973,2,20,22,45,0,43.0333,13.3333,0,3.5
1982,9,21,15,45,54.6,38.3717,16.5433,0,3.5
1980,10,13,3,44,49,39.7,13,600,4.36
2011,9,11,5,44,56.79,39.816,15.48,299.2,3.97
2008,8,11,8,44,42.15,39.249,15.287,293.4,3.61
2016,1,6,18,44,44.25,39.8397,15.5973,286.4,4.4
1973,12,20,17,44,23,38.7167,14.7833,265,5.02
1969,12,8,4,44,17,39.2833,15.5333,247,4.07
2021,12,1,22,44,12.39,38.5385,14.9278,228.3,3.89
1973,5,1,5,44,26,42.7336,17.2112,57,4.7
1962,8,21,18,44,51,41.1333,15.1167,40,5.34
1973,4,6,3,44,26,44.9667,9.45,40,3.74
1979,2,9,14,44,16,45.6167,9.4667,37,4.68
2011,9,19,23,44,25.21,39.007,17.158,25.4,3.71
2011,4,25,7,44,12.19,38.39,13.671,24.1,3.89
2001,4,22,15,44,49.21,35.9997,14.901,22.2,3.88
2009,3,23,18,44,49.28,35.341,14.162,20,3.79
1978,6,5,11,44,21,38.35,14.8667,18,4.14
1995,7,23,18,44,23.89,38.5303,14.5953,17.7,4.63
1977,7,3,11,44,55,46.3167,12.9667,17,3.69
2000,3,27,13,44,3.85,41.9585,15.4352,16.3,3.56
1997,11,11,18,44,13.32,37.5613,15.1697,16.2,3.58
1977,8,9,19,44,34,43.4667,8.2833,16,3.54
1988,6,19,1,44,24.21,37.8218,14.9942,15.2,4.02
1976,5,7,13,44,12,46.2833,13.25,15,4.14
1973,7,8,13,44,33,44.3667,9.7667,15,3.64
2008,4,12,5,44,42.28,41.784,12.584,14.1,4.12
1998,9,23,18,44,2.65,40.007,15.9948,12.8,3.96
2005,7,3,23,44,42.85,42.755,17.416,12.5,4.13
1995,12,27,23,44,27.69,44.1562,12.1132,12.2,3.89
2000,10,8,21,44,47.84,43.4018,17.8825,12.1,4.16
2020,8,8,19,44,45.92,47.1577,10.6577,11.4,3.52
1978,6,5,11,44,23,38.35,14.8833,11,4.14
2016,10,30,7,44,45.59,42.8097,13.1407,10.8,3.7
2016,8,29,1,44,25.7,42.7637,13.1937,10.3,3.55
2016,10,27,2,44,45.58,42.9065,13.0492,10.1,3.57
1996,9,5,20,44,9.2,42.8,17.94,10,5.82
1995,9,28,23,44,41.9,42.65,18.09,10,5.17
2006,4,17,2,44,5.8,39.572,17.14,10,4.76
1971,10,12,11,44,48,44.5833,10.8667,10,4.54
2006,5,10,0,44,40.22,40.099,19.764,10,4.46
2011,5,6,23,44,52.39,44.949,15.04,10,4.3
2010,6,4,18,44,53.1,42.324,16.765,10,4.28
1979,5,7,5,44,7,42.1956,18.6483,10,4.23
1991,4,27,18,44,57.93,46.2512,15.052,10,4.15
2006,5,8,16,44,4.58,39.905,19.989,10,4.04
2021,1,19,4,44,32.57,45.3933,16.1912,10,3.95
1985,5,14,5,44,36.14,38.2068,15.6838,10,3.76
2009,4,21,15,44,36.34,42.324,13.371,10,3.67
1991,5,31,16,44,18.55,42.9537,13.2087,10,3.63
2021,3,30,7,44,32.71,42.5907,16.2002,9.8,3.51
2013,8,22,6,44,51.58,43.5392,13.7238,8.9,4.42
2014,7,7,17,44,15.05,40.7245,15.4952,8.6,3.51
2009,4,6,1,44,35.28,42.3,13.369,8.5,3.76
1992,1,2,13,44,59.03,44.938,10.0115,8.5,3.57
2016,9,15,14,44,24.26,42.7762,13.1342,8.3,3.81
2016,8,24,4,44,38.89,42.7322,13.1773,8.3,3.66
2013,6,13,5,44,54.6,43.5147,13.7335,8.2,4.06
2014,1,22,22,44,10.92,40.4413,15.1518,8,3.85
1980,6,16,14,44,32,41.7833,13.75,7,4.44
1961,4,12,0,44,10,42.0333,13.0833,7,4.24
2016,10,30,7,44,15.56,42.9378,13.194,6.8,3.6
2016,10,30,6,44,30.68,42.8623,13.0793,6.7,4.55
2000,5,7,0,44,50.17,44.2025,11.8847,6.4,4.57
1997,9,29,23,44,34.51,37.2997,15.667,6.1,3.66
2016,10,24,14,44,12.73,46.2267,7.6013,5.8,3.93
1981,2,11,12,44,54.72,40.795,15.1112,5.5,3.55
1997,9,26,4,44,32.95,43.2253,12.411,5,4.26
2004,12,9,2,44,25.3,42.79,13.791,5,4.09
2005,1,31,10,44,49.8,39.656,16.883,5,3.62
1995,5,29,20,44,23.74,40.2722,16.0477,3.5,4.22
1979,11,8,18,44,43,42.7667,13.0333,2,4.03
1997,9,26,18,44,44.95,43.0665,12.8595,1.8,3.66
2019,4,27,0,44,55.71,37.8003,15.1623,1.6,3.52
1997,10,19,0,44,31.02,42.879,12.9682,1.4,3.76
1988,6,11,22,44,44.91,45.8305,6.9035,0.9,3.52
1996,2,1,16,44,27.84,43.0665,13.4633,0.1,3.55
1982,3,21,9,44,1.59,39.8342,15.7477,0,5.23
1960,3,14,4,44,27,42.0333,13.25,0,4.8
1992,5,8,6,44,38.92,47.1658,9.5415,0,4.41
1960,4,23,11,44,0,42.6833,12.5333,0,4.3
1965,7,18,12,44,54,39.5,16.3,0,4.24
1963,9,5,11,44,39,43.3,8.2,0,4.14
1992,10,24,18,44,48.6,42.6185,13.2518,0,4.04
1965,8,29,14,44,29,40.6667,16.25,0,3.94
1968,1,27,17,44,12,37.8,13,0,3.94
1974,4,8,23,44,47,43.6667,7.65,0,3.94
1977,2,15,10,44,55,46.6163,14.1651,0,3.93
1975,2,27,23,44,42,43.5,10.3167,0,3.91
1972,2,6,21,44,29,43.7,13.4,0,3.88
1962,4,12,14,44,25,44.8,7.0667,0,3.84
1968,1,14,12,44,0,37.9,13,0,3.84
1970,1,3,23,44,19,45.4667,10.15,0,3.74
1964,9,5,21,44,20,44,11.3,0,3.63
2001,8,20,22,44,59.49,37.698,15.1495,0,3.58
1997,4,3,21,44,18.73,37.7782,14.9247,0,3.56
1974,1,29,18,44,59,37.7833,15,0,3.54
1980,6,17,16,44,36,39.0333,14.0333,0,3.54
1980,9,9,1,44,57,38.85,14,0,3.54
1969,3,29,1,43,36,39.95,15.05,309,4.68
2008,11,5,17,43,18.74,38.704,14.944,289.3,3.66
2010,1,8,17,43,12.85,39.772,15.664,279.8,3.86
2001,5,17,11,43,59.33,38.8885,15.5878,217.8,4.97
1980,11,23,23,43,33,40.75,15.3667,109,4.55
1984,10,19,17,43,11.93,37.6085,15.4942,60.2,4.15
1979,1,8,6,43,10,44.1333,15.7833,58,4.31
1978,8,26,8,43,39,37.9,14.0333,49,4.54
2011,7,2,14,43,7.2,42.03,7.639,39.6,4.25
1976,12,30,16,43,54,44.35,11.1667,39,3.54
2016,1,10,7,43,38.7,36.4743,11.8043,38.2,3.81
1968,6,27,15,43,41,46.19,6.9,38,4.07
1974,10,7,11,43,39,39.7862,18.9153,36,4.46
1978,8,26,18,43,42,38.0711,14.1891,35,4.46
1999,3,31,9,43,10.08,36.8955,15.0373,32.9,4.18
2016,1,17,16,43,42,36.4217,12.6112,32.1,3.62
2002,11,1,22,43,59.66,41.6825,14.7917,30.4,3.96
1963,11,17,22,43,11,45.0833,7.1333,30,3.54
2012,1,25,17,43,36.47,44.867,10.507,28.3,3.73
2010,10,13,22,43,14.74,44.205,12.383,26.5,4.09
2000,9,3,0,43,20.66,35.6058,14.4168,25.9,3.78
2009,12,19,12,43,11.39,37.787,14.962,24.3,3.69
1968,5,24,7,43,12,44.1,10.5,24,3.8
1980,10,28,9,43,48,44.15,11.7,24,3.77
1997,4,3,21,43,29.66,37.7947,14.924,23.9,3.56
1999,2,14,15,43,33.2,38.2505,15.0252,22.7,3.78
2015,8,24,3,43,53.52,44.2588,11.939,21.7,3.72
1976,5,11,22,43,60,46.2667,13.0167,19,4.97
1977,2,4,21,43,54,44.5,7.3167,19,3.54
1988,6,5,12,43,7.25,38.3952,14.7188,17.4,3.69
2014,1,14,3,43,41.78,38.3925,14.9035,17.3,4.1
1985,11,25,16,43,56.4,42.3,18.75,17,4.62
1979,5,25,21,43,33,42.1333,18.7833,17,4.54
1980,12,25,9,43,50,40.7167,15.2333,15,3.85
1971,7,15,16,43,38,44.7,10.45,15,3.54
2010,11,12,4,43,35.84,35.1,14.547,14.8,3.92
2014,12,28,21,43,38.1,39.289,16.3575,14,4.52
2015,11,12,15,43,41.69,42.1535,16.796,13.6,3.52
1964,1,18,16,43,23,45.5,14.5,13,4.7
1977,9,28,1,43,13,46.2833,12.9,13,4.15
1993,10,15,2,43,3.13,44.1135,12.1728,12.9,3.66
2021,3,28,17,43,4.5,42.6233,16.2733,12,3.95
2017,11,27,1,43,6.17,42.0648,15.9747,11.5,3.82
1979,4,15,14,43,5,42.1667,18.6667,11,5.79
1993,3,15,23,43,28.95,44.4182,7.3645,11,3.95
1968,9,6,22,43,41,44.2333,8.2,11,3.54
1996,10,19,14,43,6.1,40.8103,15.4335,10.7,3.77
2019,6,23,20,43,47.71,41.8587,12.7625,10.6,3.76
2010,11,9,8,43,19.89,40.048,15.934,10.4,3.84
2009,7,3,9,43,53.86,42.323,13.375,10.3,3.51
1996,9,5,21,43,31.1,42.83,17.84,10,4.74
2012,9,4,22,43,43,41.1,19.93,10,4.26
1996,2,15,5,43,38.93,36.251,12.4928,10,4.1
1984,5,26,15,43,1.91,39.6122,12.5635,10,4.08
2011,7,9,23,43,15.78,43.436,19.399,10,3.99
2016,9,15,14,43,51.73,42.7747,13.1303,10,3.8
1992,11,11,10,43,12.96,37.6045,16.368,10,3.69
1984,5,7,18,43,18.13,41.3713,13.7405,10,3.65
1986,1,12,1,43,57.69,42.7072,15.4973,10,3.54
2016,11,12,14,43,33.86,42.7187,13.2057,9.8,4.27
2016,10,26,19,43,43.82,42.8947,13.0683,9.7,4.8
2016,10,30,6,43,8.81,42.7668,13.1383,9.7,4.14
2009,3,30,13,43,26.97,42.315,13.378,9.7,3.65
2009,4,9,4,43,9.6,42.502,13.373,9.6,3.87
1991,2,11,15,43,42.59,44.8512,6.7177,8.7,4.33
2006,3,24,10,43,47.67,38.898,9,8.6,4.06
2014,1,7,0,43,40.78,43.0468,12.8745,8.3,3.53
2009,3,29,8,43,7.94,41.985,14.002,8.1,3.87
2013,12,27,19,43,24.48,43.3887,12.5217,7.9,3.67
2016,10,30,6,43,46.26,42.9,13.1455,6.7,3.63
1997,10,13,6,43,24.68,42.869,12.9177,6.2,3.56
2008,3,1,10,43,6.07,44.054,11.203,6,4.05
1977,8,25,20,43,6,42.6333,12.5833,6,3.76
2000,3,4,15,43,20.2,47.3037,9.6133,5.5,3.51
2008,3,1,8,43,46.6,44.046,11.227,5.2,4.24
2010,1,16,5,43,58,42.66,19.03,5,3.79
2008,3,1,7,43,13.08,44.063,11.253,3.8,4.72
2001,11,28,10,43,28.94,37.8028,13.9277,3.8,3.98
2014,5,20,4,43,26,40.92,19.86,2,4.39
2009,11,11,3,43,34,40.4,19.9,2,4.15
1993,3,1,12,43,10.79,38.5383,14.5587,1.6,3.97
1986,1,17,5,43,32.74,41.5987,14.2262,1.5,3.65
1987,5,2,20,43,53.32,44.801,10.6942,0,4.71
1993,5,29,8,43,10.85,45.585,15.2807,0,4.64
1971,10,4,16,43,30,42.8,13.2,0,4.57
1964,3,18,16,43,23,45.5,14.5,0,4.36
2001,6,3,6,43,42.47,36.0995,15.8468,0,4.26
1971,4,2,1,43,54,42.7,13.0333,0,4.21
1974,1,25,0,43,39,42.8,12.8333,0,4.16
1992,5,15,0,43,42.86,47.1707,9.4653,0,4.11
1972,11,4,7,43,23,44.6333,10.5333,0,4.07
1963,7,19,11,43,16,43.4,8.2,0,3.94
1968,2,8,14,43,37,37.8,13,0,3.84
1978,1,2,23,43,40,39.8,15.6333,0,3.84
1989,11,19,3,43,14.48,42.8792,12.9633,0,3.82
1970,3,23,12,43,24,42.5667,12.65,0,3.8
1986,3,27,7,43,8.51,45.152,14.9332,0,3.76
1981,6,21,9,43,49.97,41.8215,12.8705,0,3.75
1998,9,16,15,43,48.74,38.2278,18.3215,0,3.68
1984,6,8,2,43,32.42,46.7448,10.5037,0,3.66
1982,9,10,1,43,45.24,40.8603,15.2462,0,3.65
1974,10,16,2,43,20,41.4167,14.0333,0,3.64
1975,12,21,15,43,7,39.8,16.5,0,3.64
1978,11,27,11,43,55,37.9179,14.9981,0,3.63
1990,12,25,14,43,10.74,42.5428,12.736,0,3.55
1960,9,9,10,43,0,42.7,12.5,0,3.54
1967,1,6,4,43,58,45.9,11.5,0,3.5
2019,10,14,20,42,41.18,38.8322,14.8713,297.1,3.87
1975,8,23,17,42,53,39.5667,15.8167,266,3.94
1967,2,14,14,42,26,38.4833,15.1,265,4.26
1992,11,12,11,42,4.37,35.9352,14.987,139.5,3.54
1979,5,24,19,42,43,42.1564,18.7063,55,4.82
1965,8,19,18,42,4,46.3167,12.9,51,3.5
1978,3,13,17,42,39,45.5,9.7167,50,3.64
1968,1,16,16,42,45,37.7,13.3,47,5.59
1971,5,6,3,42,32,40.75,15.35,46,4.24
2002,10,27,1,42,24.5,37.7563,15.2205,31.2,3.96
1978,2,11,1,42,1,43.65,13.1833,31,3.71
2010,2,2,19,42,42.63,43.1,13.391,26.2,3.51
2000,6,18,7,42,7.68,44.7858,10.7463,25.7,4.4
2005,4,19,7,42,1.25,44.77,9.724,25.2,3.95
2009,12,19,7,42,26.95,37.764,14.944,24.4,3.58
1967,6,17,15,42,58,41.6,16.2,24,4.46
2006,4,23,14,42,38.19,37.038,15.053,23.9,4.04
1971,4,7,21,42,30,40.8,15.35,23,3.74
2018,3,8,16,42,37.871,36.9352,10.2568,19.5,4.37
2016,10,30,7,42,45.35,42.6682,13.3028,16.9,3.59
2015,7,6,13,42,14.72,42.4682,19.4077,16.5,4.3
2000,2,16,23,42,36.48,44.1,15.543,15.7,3.56
1981,6,28,8,42,53.15,46.4905,12.8358,14.7,3.55
1998,6,17,12,42,0.34,38.5518,12.7397,13.5,4.26
1998,3,11,14,42,31.23,38.4963,12.8508,13.5,3.56
1990,6,19,2,42,58.58,42.036,12.9488,11.3,3.53
2009,4,6,1,42,49.97,42.3,13.429,10.5,4.3
2003,3,29,17,42,15.7,43.109,15.464,10,5.43
1980,11,30,7,42,20,40.8159,15.298,10,4.9
1997,1,19,19,42,38.4,40.82,19.67,10,4.71
2003,5,10,6,42,49.7,43.91,16.98,10,4.39
2004,12,17,1,42,0.9,43.092,15.371,10,4.28
1988,6,12,2,42,41.19,35.853,12.957,10,4.24
2001,4,17,0,42,36.5,40.64,19.47,10,4.24
1985,10,3,17,42,24.5,38.1687,15.8295,10,4.1
2003,11,27,9,42,10.3,43.226,16.135,10,3.62
2004,5,25,10,42,55.8,43.371,17.555,10,3.62
2016,10,26,21,42,1.94,42.864,13.1223,9.9,4.71
2000,5,5,20,42,1.12,44.049,13.2427,9.8,4.01
2012,5,20,2,42,16.35,44.8413,11.1755,9.8,3.78
2016,8,31,21,42,52.17,42.776,13.168,9.8,3.58
2010,2,16,6,42,15.98,35.148,14.086,9.7,3.78
2016,8,24,1,42,7.17,42.7798,13.1575,9.7,3.65
2016,10,30,6,42,27.46,42.8825,13.054,9.5,4.03
2016,8,28,16,42,1.74,42.8183,13.1387,9.2,3.93
1995,8,27,19,42,13.49,38.3123,15.1795,9.1,4.31
2006,4,17,21,42,58.25,43.621,10.213,9.1,4.16
1967,12,13,10,42,28,45.8833,14.8167,9,3.8
1980,10,10,21,42,49,44.4833,7.0667,9,3.64
2012,5,20,7,42,30.96,44.8473,11.1527,8.8,3.6
2016,10,30,7,42,56.57,42.7427,13.1807,8.7,3.8
2014,6,29,5,42,55.57,39.9143,15.5938,8.7,3.52
2015,2,17,19,42,53.66,44.1767,11.4057,8.4,3.93
2016,12,3,2,42,38.45,42.9847,13.0783,8.4,3.87
2006,4,1,16,42,26.47,44.451,9.895,8.4,3.56
2003,9,14,21,42,53.2,44.255,11.38,8.3,5.24
1976,9,13,19,42,11,46.2,13,8,4.13
2017,8,8,20,42,36.82,45.1517,14.6892,8,4.05
1976,9,15,14,42,36,46.35,13.05,8,3.73
2016,10,9,4,42,42.4,42.7403,13.1853,7.9,3.7
2000,10,25,8,42,2.23,41.8475,13.772,7.7,3.76
1987,9,4,16,42,49.6,43.1872,13.8495,7.6,4.18
1968,2,27,2,42,2,44.8,7.45,7,3.54
1997,4,17,21,42,26.47,41.3987,14.6328,6.6,3.76
1998,4,15,22,42,10.25,46.2997,13.5442,6.1,3.88
1979,4,19,5,42,49,42.0193,18.9787,6,4.92
2020,4,16,9,42,51.99,44.6618,9.3967,5.9,4.32
1972,2,4,2,42,18,43.7167,13.4333,5,4.57
2002,10,27,2,42,14.99,37.7857,15.2277,5,3.96
2014,9,1,16,42,50.17,39.1822,18.8063,5,3.69
1964,11,7,15,42,37,46.3,14,5,3.5
1999,12,29,20,42,35.32,46.6108,10.2213,4.7,4.78
2002,4,17,6,42,54.66,39.6837,16.8798,4,4.84
1997,10,14,17,42,0.74,42.915,12.9627,4,3.96
1991,1,7,11,42,55.44,37.993,14.0925,2.9,3.76
1993,3,5,4,42,3.21,43.0745,13.3672,0.1,3.69
1968,1,15,13,42,5,37.8,13.2,0,5.53
1973,11,5,8,42,0,41.4833,13.9,0,4.64
1975,8,18,5,42,42,38.7306,16.3226,0,4.33
1976,5,7,13,42,46,46.4667,13.0667,0,4.32
1971,4,7,21,42,0,42.7167,12.8333,0,4.04
1975,1,2,6,42,38,38.3333,14.2833,0,3.94
1970,11,2,8,42,12,45.1,11.1,0,3.93
1976,5,6,21,42,15,46.2167,13.3667,0,3.89
1964,8,5,10,42,0,43,13,0,3.88
1970,9,26,16,42,28,44.1,12.3,0,3.88
